Technology,Green roof type,Plant species,Irrigation,PV panel type,PV panels and GR locations,Distance PV-green roof [cm],Distance PV-basecase roof [cm],Season,Base case roof situation,Building type,Base case roof,Base case insulation,Roof slope,Item,Item type,Item scale,Item class,Original monetary value,u.m.,Original year(s) at which the item is accounted,Green roof lifetime [years],Actual year(s) at which the item is accounted,Actual monetary value at the accounting year,PPP Exchange rate [€ EU27-year/ local currency-year],Inflation adjustment ratio [GDP deflator 2019/GDP deflator year],Adjusted Monetary value [EU27 2019 €/m2],Method for monetary value,Quantiative absolute evaluation,u.m.3,Method for absolute evaluation,Quantiative absolute evaluation 2,u.m. 3,Method for absolute evaluation 2,Climate,Continent,Country,City,Authors,Year,Title,Study type
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.13,2019 €/m2,every year,40,every year,0.13,1.004,1,0.13058296,"Avoided cost (health cost of O3, NO2, PM10, SO2, avoided through uptake)",,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.13,2019 €/m2,every year,40,every year,0.13,1.004,1,0.13058296,"Avoided cost (health cost of O3, NO2, PM10, SO2, avoided through uptake)",,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,CO2 uptake,benefit,societal,socio-environmental,0.49,2019 €/m2,every year,40,every year,0.49,1.004,1,0.492197309,"Avoided cost (damage of CO2, avoided through uptake)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,CO2 uptake,benefit,societal,socio-environmental,0,2019 €/m2,every year,40,every year,0,1.004,1,0,"Avoided cost (damage of CO2, avoided through uptake)",,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,CO2 uptake,benefit,societal,socio-environmental,0,2019 €/m2,every year,40,every year,0,1.004,1,0,"Avoided cost (damage of CO2, avoided through uptake)",,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.01,2019 €/m2,every year,40,every year,0.0149,1.004,1,0.014966816,"Avoided cost (water transportation, treatement and infrastructure)",35-58,% absorption of rainfall volume,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",0.5,l/m2/day,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.02,2019 €/m2,every year,40,every year,0.0212,1.004,1,0.021295067,"Avoided cost (water transportation, treatement and infrastructure)",35-58,% absorption of rainfall volume,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",0.5,l/m2/day,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Stormwater management,benefit,urban,socio-environmental,0,2019 €/m2,every year,40,every year,0.0016,1.004,1,0.001607175,"Avoided cost (water transportation, treatement and infrastructure)",35-58,% absorption of rainfall volume,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",0.5,l/m2/day,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Flood risk reduction,benefit,urban,socio-environmental,0.01,2019 €/m2,every year,40,every year,0.0113,1.004,1,0.011350673,Avoided cost (infrastructure),,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Flood risk reduction,benefit,urban,socio-environmental,0.01,2019 €/m2,every year,40,every year,0.0119,1.004,1,0.011953363,Avoided cost (infrastructure),,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Flood risk reduction,benefit,urban,socio-environmental,0.02,2019 €/m2,every year,40,every year,0.022,1.004,1,0.022098655,Avoided cost (infrastructure),,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Urban heat island effect mitigation,benefit,urban,socio-environmental,0,2019 €/m2,every year,40,every year,0,1.004,1,0,Considered negligible,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Urban heat island effect mitigation,benefit,urban,socio-environmental,0,2019 €/m2,every year,40,every year,0,1.004,1,0,Considered negligible,,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Urban heat island effect mitigation,benefit,urban,socio-environmental,0,2019 €/m2,every year,40,every year,0,1.004,1,0,Considered negligible,,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Aesthetics increase,benefit,urban,economic,27.99,2019 €/m2,1,40,every year,27.99,1.004,1,28.1155157,Benefit transfer (based on WTP stated preference),82-205,€ of WTP/property unit,"Value adapted from literature (Rosato and Rotaris, 2014)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Aesthetics increase,benefit,urban,economic,69.97,2019 €/m2,1,40,every year,69.97,1.004,1,70.28376682,Benefit transfer (based on WTP stated preference),82-205,€ of WTP/property unit,"Value adapted from literature (Rosato and Rotaris, 2014)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Aesthetics increase,benefit,urban,economic,59.6,2019 €/m2,1,40,every year,59.6,1.004,1,59.86726457,Benefit transfer (based on WTP stated preference),82-205,€ of WTP/property unit,"Value adapted from literature (Rosato and Rotaris, 2014)",,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Aesthetics increase,benefit,urban,economic,149,2019 €/m2,1,40,every year,149,1.004,1,149.6681614,Benefit transfer (based on WTP stated preference),82-205,€ of WTP/property unit,"Value adapted from literature (Rosato and Rotaris, 2014)",,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Aesthetics increase,benefit,urban,economic,48.62,2019 €/m2,1,40,every year,48.62,1.004,1,48.83802691,Benefit transfer (based on WTP stated preference),82-205,€ of WTP/property unit,"Value adapted from literature (Rosato and Rotaris, 2014)",,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Aesthetics increase,benefit,urban,economic,122.29,2019 €/m2,1,40,every year,122.29,1.004,1,122.8383857,Benefit transfer (based on WTP stated preference),82-205,€ of WTP/property unit,"Value adapted from literature (Rosato and Rotaris, 2014)",,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Installation of green roof (net),cost,building,financial,59.49,2019 €/m2,0,40,0,59.49,1.004,1,59.7567713,Market value,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Installation of green roof (net),cost,building,financial,59.49,2019 €/m2,0,40,0,59.49,1.004,1,59.7567713,Market value,,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Installation of green roof (net),cost,building,financial,59.49,2019 €/m2,0,40,0,59.49,1.004,1,59.7567713,Market value,,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,-0.37,2019 €/m2,every year,40,every year,-0.37,1.004,1,-0.371659193,Market value,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,-0.05,2019 €/m2,every year,40,every year,-0.05,1.004,1,-0.050224215,Market value,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.08,2019 €/m2,every year,40,every year,0.08,1.004,1,0.080358744,Market value,,,Authors' calculation on study site,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,-0.86,2019 €/m2,every year,40,every year,-0.86,1.004,1,-0.863856502,Market value,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,-0.86,2019 €/m2,every year,40,every year,-0.86,1.004,1,-0.863856502,Market value,,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,-0.86,2019 €/m2,every year,40,every year,-0.86,1.004,1,-0.863856502,Market value,,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
